,source,target
160,1492,6
161,1492,342
162,1492,870
163,1492,1284
164,1492,5303
165,1492,7128
166,1492,7279
167,6,5856
168,6,667
169,6,6180
170,6,598
171,6,870
172,6,3079
173,6,1834
174,6,6283
175,6,7340
176,6,7279
177,6,342
178,6,4405
179,6,1462
180,6,7128
181,6,1284
182,6,1551
183,6,3291
184,6,167
185,5303,342
186,5303,575
187,5303,667
188,5303,1284
189,5303,1551
190,5303,1834
191,5303,2800
192,5303,5856
193,5303,6283
194,5303,7340
195,5303,5368
196,5303,5529
197,5303,5498
198,5303,7549
199,7128,167
200,7128,1284
201,7128,5529
202,7128,5968
203,7128,6180
204,7128,7188
205,7128,7279
206,4154,285
207,4154,1180
208,4154,1763
209,4154,1834
210,4154,2387
211,4154,3082
212,4154,5377
213,4154,4173
214,5179,3373
215,3,1728
216,3,4560
217,3,5060
218,3,1351
219,3,6503
220,3,7089
221,3,4319
222,3,6095
223,3,272
224,3,4433
225,3,2900
226,3,3381
227,3,5943
228,3,2107
229,3,6940
230,3,2013
231,3,6046
232,3,5823
233,1728,7089
234,1728,7395
235,1728,6046
236,1728,4966
237,1728,5734
238,1728,6503
239,1728,5720
240,1728,6638
241,1728,2013
242,1728,5598
243,4560,508
244,4560,2013
245,4560,3393
246,4560,3829
247,4560,4433
248,4560,4516
249,4560,5221
250,4560,5127
251,4560,7089
252,4560,4912
253,4560,7576
254,4560,4880
255,5060,296
256,5060,1278
257,5060,1888
258,5060,2046
259,5060,2776
260,5060,2840
261,5060,2965
262,5060,3084
263,5060,3496
264,5060,4338
265,5060,4880
266,5060,6095
267,5060,5715
268,5060,5978
269,5060,6940
270,5060,6301
271,5060,7338
272,5060,7089
273,5060,6198
274,5060,5819
275,5060,5439
276,1351,806
277,1351,1142
278,1351,4433
279,1351,5127
280,1351,5687
281,1351,6046
282,6503,2013
283,6503,2107
284,6503,4433
285,6503,5127
286,6503,5734
287,6503,6046
288,6503,7089
289,6503,7395
290,6503,6940
291,7089,675
292,7089,706
293,7089,1689
294,7089,2107
295,7089,2285
296,7089,2323
297,7089,2329
298,7089,2413
299,7089,2994
300,7089,4433
301,7089,4880
302,7089,4912
303,7089,5127
304,7089,5339
305,7089,5663
306,7089,5720
307,7089,6046
308,4319,18
309,4319,919
310,4319,1132
311,4319,1376
312,4319,2391
313,4319,2523
314,4319,2994
315,4319,3184
316,4319,3295
317,4319,3330
318,4319,3450
319,4319,3900
320,4319,4007
321,4319,4033
322,4319,4039
323,4319,4106
324,4319,6724
325,4319,7497
326,4319,7178
327,4319,4876
328,4319,4941
329,4319,5245
330,4319,4880
331,4319,4868
332,4319,5410
333,4319,4450
334,4319,4323
335,4319,5127
336,4319,7602
337,4319,5949
338,4319,4895
339,4319,5823
340,6095,806
341,6095,919
342,6095,1650
343,6095,1849
344,6095,2994
345,6095,3530
346,6095,4039
347,6095,4452
348,6095,5315
349,6095,5823
350,6095,5943
351,6095,6046
352,6095,6245
353,6095,7304
354,6095,7595
355,6095,6888
356,6095,6940
357,272,198
358,272,2680
359,272,463
360,4433,112
361,4433,221
362,4433,806
363,4433,949
364,4433,1132
365,4433,2107
366,4433,2364
367,4433,2995
368,4433,4095
369,4433,6724
370,4433,5127
371,4433,5704
372,4433,5823
373,4433,5720
374,4433,6684
375,4433,6046
376,4433,5410
377,4433,7395
378,4433,5734
379,4433,5687
380,4433,6267
381,2900,1687
382,2900,3737
383,3381,112
384,3381,221
385,3381,1310
386,3381,1402
387,3381,1546
388,3381,1571
389,3381,1849
390,3381,2107
391,3381,2428
392,3381,2515
393,3381,3189
394,3381,4163
395,3381,4678
396,3381,5127
397,3381,7366
398,3381,3530
399,3381,7587
400,3381,6673
401,3381,5202
402,3381,3544
403,3381,7385
404,3381,3807
405,3381,5663
406,3381,6112
407,3381,4452
408,3381,6245
409,3381,5734
410,3381,7569
411,3381,6888
412,3381,5948
413,3381,6638
414,3381,5598
415,3381,4726
416,3381,3450
417,3381,4989
418,3381,5969
419,3381,5823
420,5943,728
421,5943,1534
422,5943,2592
423,5943,4900
424,2107,232
425,2107,2013
426,2107,2641
427,2107,6955
428,2107,6046
429,2107,5823
430,6940,806
431,6940,3918
432,6940,4516
433,6940,4880
434,6940,5127
435,6940,5823
436,6940,6046
437,6940,7587
438,2013,706
439,2013,1824
440,2013,3393
441,2013,3829
442,2013,6157
443,2013,4912
444,6046,806
445,6046,3163
446,6046,3900
447,6046,5127
448,6046,5598
449,6046,5734
450,6046,5823
451,6046,7395
452,5823,198
453,5823,232
454,5823,2174
455,5823,2515
456,5823,2641
457,5823,3876
458,5823,3900
459,5823,4206
460,5823,5127
461,5823,5245
462,5823,5555
463,5823,5598
464,5823,6418
465,5823,6112
466,5823,7401
467,5823,6058
468,5823,6955
469,5823,6888
470,4,5770
471,5770,2605
472,5770,7213
473,5770,6890
474,5770,7519
475,5,5454
476,5454,127
477,5454,204
478,5454,380
479,5454,464
480,5454,540
481,5454,566
482,5454,828
483,5454,898
484,5454,935
485,5454,1136
486,5454,1262
487,5454,1275
488,5454,1306
489,5454,1409
490,5454,1497
491,5454,1553
492,5454,1616
493,5454,1618
494,5454,1624
495,5454,1636
496,5454,1792
497,5454,2017
498,5454,2609
499,5454,2808
500,5454,2854
501,5454,3083
502,5454,3107
503,5454,3210
504,5454,3280
505,5454,3439
506,5454,3609
507,5454,3632
508,5454,3705
509,5454,3751
510,5454,3845
511,5454,3873
512,5454,4036
513,5454,4115
514,5454,4165
515,5454,4350
516,5454,4356
517,5454,4393
518,5454,4451
519,5454,4452
520,5454,4726
521,5454,4767
522,5454,4842
523,5454,4881
524,5454,4970
525,5454,5110
526,5454,5169
527,5454,5890
528,5454,7558
529,5454,6427
530,5454,5534
531,5454,6432
532,5454,7339
533,5454,5933
534,5454,7482
535,5454,7615
536,5454,6852
537,5454,6174
538,5454,6082
539,5454,6359
540,5454,6876
541,5454,7394
542,5454,7395
543,5454,6244
544,5454,5543
545,5454,6782
546,5454,6441
547,5856,2074
548,5856,3087
549,5856,3703
550,5856,4427
551,5856,4719
552,5856,5488
553,5856,6691
554,5856,6799
555,667,167
556,667,183
557,667,241
558,667,285
559,667,342
560,667,598
561,667,3969
562,667,3382
563,667,3079
564,667,777
565,667,3082
566,667,4428
567,667,4558
568,667,5968
569,667,2387
570,667,1180
571,667,6941
572,667,6341
573,667,4512
574,667,2800
575,667,2939
576,667,6180
577,667,1834
578,667,7534
579,667,7133
580,667,6256
581,667,1907
582,667,5814
583,667,6137
584,667,2747
585,667,4220
586,667,6636
587,667,3582
588,6180,598
589,6180,1180
590,6180,1834
591,6180,1907
592,6180,2691
593,6180,2800
594,6180,2930
595,6180,3079
596,6180,3382
597,6180,3582
598,6180,4002
599,6180,5922
600,6180,5968
601,6180,7534
602,6180,7279
603,6180,6941
604,598,3382
605,598,5968
606,598,2930
607,598,1284
608,598,870
609,598,2387
610,598,2091
611,598,7534
612,870,1491
613,870,1284
614,870,3703
615,870,1643
616,870,4719
617,3079,167
618,3079,285
619,3079,1180
620,3079,2691
621,3079,2800
622,3079,5968
623,3079,3382
624,3079,7340
625,1834,167
626,1834,179
627,1834,393
628,1834,1249
629,1834,1462
630,1834,1795
631,1834,6347
632,1834,7340
633,1834,4937
634,1834,7279
635,1834,7022
636,1834,3382
637,1834,2660
638,1834,2747
639,6283,869
640,6283,1551
641,6283,4437
642,6283,7000
643,6283,7549
644,7340,179
645,7340,1769
646,7340,2880
647,7340,5968
648,7340,6936
649,7340,6965
650,7279,1284
651,7279,1551
652,7279,3575
653,7279,4699
654,7279,4807
655,7279,5377
656,7279,6941
657,342,2800
658,342,4627
659,342,1284
660,342,575
661,1462,167
662,1462,179
663,1462,393
664,1462,601
665,1462,1011
666,1462,1205
667,1462,6502
668,1462,5377
669,1462,2020
670,1462,5814
671,1462,6347
672,1462,2800
673,1462,3382
674,1462,1769
675,1462,6137
676,1462,5498
677,1462,2387
678,1462,3082
679,1284,1986
680,1284,3575
681,1284,1551
682,1551,353
683,1551,5138
684,1551,5004
685,1551,4699
686,1551,2380
687,3291,2470
688,3291,7071
689,3291,4476
690,3291,4959
691,167,5889
692,167,3906
693,167,2691
694,167,5668
695,167,2470
696,167,6256
697,167,5377
698,167,7534
699,167,5968
700,167,3346
701,167,2387
702,167,2126
703,167,4356
704,167,4933
705,7,177
706,7,6243
707,7,7589
708,7,2854
709,7,6931
710,7,6250
711,7,428
712,7,2142
713,177,6385
714,177,436
715,177,7329
716,177,6769
717,177,1145
718,177,2366
719,7589,2774
720,7589,5294
721,7589,7237
722,2854,98
723,2854,171
724,2854,195
725,2854,199
726,2854,212
727,2854,221
728,2854,296
729,2854,326
730,2854,337
731,2854,415
732,2854,482
733,2854,508
734,2854,690
735,2854,708
736,2854,713
737,2854,733
738,2854,778
739,2854,833
740,2854,879
741,2854,935
742,2854,1041
743,2854,1106
744,2854,1107
745,2854,1137
746,2854,1225
747,2854,1253
748,2854,1275
749,2854,1280
750,2854,1339
751,2854,1341
752,2854,1348
753,2854,1405
754,2854,1406
755,2854,1407
756,2854,1410
757,2854,1418
758,2854,1436
759,2854,1618
760,2854,1680
761,2854,1691
762,2854,1726
763,2854,1808
764,2854,1822
765,2854,1989
766,2854,2023
767,2854,2030
768,2854,2073
769,2854,2142
770,2854,2145
771,2854,2178
772,2854,2280
773,2854,2289
774,2854,2337
775,2854,2392
776,2854,2511
777,2854,2600
778,2854,2754
779,2854,5120
780,2854,6914
781,2854,3587
782,2854,4690
783,2854,7178
784,2854,4365
785,2854,3928
786,2854,4995
787,2854,6172
788,2854,3619
789,2854,6022
790,2854,3626
791,2854,5127
792,2854,5933
793,2854,3124
794,2854,7305
795,2854,4411
796,2854,6460
797,2854,7229
798,2854,4392
799,2854,6978
800,2854,5447
801,2854,2888
802,2854,3914
803,2854,4941
804,2854,5133
805,2854,4189
806,2854,5234
807,2854,4590
808,2854,7035
809,2854,7551
810,2854,6528
811,2854,4738
812,2854,4483
813,2854,6023
814,2854,6537
815,2854,5516
816,2854,4501
817,2854,6041
818,2854,5137
819,2854,6214
820,2854,3240
821,2854,6684
822,2854,3330
823,2854,5817
824,2854,3010
825,2854,7366
826,2854,4039
827,2854,3275
828,2854,3547
829,2854,4575
830,2854,7396
831,2854,6121
832,2854,5799
833,2854,5489
834,2854,4338
835,2854,6644
836,2854,6651
837,2854,6826
838,2854,5319
839,6931,136
840,6931,380
841,6931,1017
842,6931,1280
843,6931,1381
844,6931,3251
845,6931,3597
846,6931,5854
847,6931,5944
848,6931,7460
849,6931,7237
850,6931,7091
851,6250,954
852,6250,2759
853,6250,3111
854,6250,4135
855,6250,6939
856,2142,358
857,2142,1041
858,2142,1245
859,2142,2073
860,2142,5056
861,2142,6528
862,2142,7172
863,2142,2337
864,2142,2217
865,2142,6026
866,2142,2289
867,2142,5234
868,2142,4420
869,2142,2234
870,2142,2779
871,2142,4005
872,8,1686
873,1686,2321
874,1686,6490
875,9,4481
876,9,1795
877,9,2660
878,9,6053
879,9,246
880,9,3843
881,9,6441
882,9,366
883,1795,99
884,1795,300
885,1795,366
886,1795,602
887,1795,984
888,1795,1110
889,1795,1180
890,1795,1265
891,1795,1362
892,1795,1724
893,1795,1763
894,1795,3969
895,1795,4482
896,1795,3843
897,1795,5131
898,1795,4546
899,1795,4369
900,1795,4933
901,1795,5153
902,1795,4515
903,1795,6564
904,1795,2827
905,1795,3373
906,1795,3891
907,1795,5304
908,1795,5562
909,1795,7199
910,1795,4159
911,1795,2880
912,1795,3906
913,1795,2059
914,1795,4805
915,1795,4705
916,1795,4428
917,1795,5968
918,1795,2777
919,1795,7133
920,1795,5470
921,1795,2785
922,1795,6341
923,1795,4457
924,1795,3181
925,1795,5103
926,1795,4336
927,1795,5361
928,1795,3570
929,1795,7543
930,1795,3322
931,2660,1180
932,246,632
933,246,6441
934,3843,5562
935,6441,98
936,6441,482
937,6441,566
938,6441,898
939,6441,1819
940,6441,2235
941,6441,3181
942,6441,4916
943,6441,5110
944,6441,6229
945,6441,7172
946,366,6970
947,10,5489
948,5489,110
949,5489,1178
950,5489,2280
951,5489,2831
952,11,5240
953,11,618
954,11,2412
955,11,1325
956,11,4919
957,5240,618
958,5240,3211
959,5240,3234
960,5240,4810
961,5240,6523
962,618,596
963,618,6523
964,618,2361
965,618,1946
966,618,991
967,2412,360
968,2412,468
969,2412,646
970,2412,2361
971,2412,5944
972,2412,2571
973,2412,7237
974,2412,4919
975,2412,4792
976,1325,113
977,1325,321
978,1325,637
979,1325,6051
980,1325,7270
981,1325,1575
982,1325,3529
983,1325,4748
984,1325,1838
985,1325,7442
986,1325,7259
987,4919,136
988,4919,360
989,4919,468
990,4919,707
991,4919,1381
992,4919,2254
993,4919,2848
994,4919,3566
995,4919,3869
996,4919,4132
997,4919,4754
998,4919,6910
999,4919,7237
1000,4919,5392
1001,4919,6552
1002,4919,6326
1003,4919,5944
1004,4919,5694
1005,12,5274
1006,12,3807
1007,5274,15
1008,5274,31
1009,5274,98
1010,5274,292
1011,5274,426
1012,5274,476
1013,5274,609
1014,5274,630
1015,5274,698
1016,5274,817
1017,5274,888
1018,5274,937
1019,5274,961
1020,5274,1183
1021,5274,1312
1022,5274,1376
1023,5274,1402
1024,5274,1553
1025,5274,1603
1026,5274,1608
1027,5274,1644
1028,5274,1744
1029,5274,1849
1030,5274,2001
1031,5274,2077
1032,5274,2129
1033,5274,2132
1034,5274,2157
1035,5274,2381
1036,5274,2482
1037,5274,2498
1038,5274,2579
1039,5274,2583
1040,5274,2713
1041,5274,2808
1042,5274,2874
1043,5274,2926
1044,5274,3039
1045,5274,3071
1046,5274,3189
1047,5274,3342
1048,5274,3418
1049,5274,3450
1050,5274,3530
1051,5274,3737
1052,5274,3751
1053,5274,3807
1054,5274,3900
1055,5274,3910
1056,5274,4007
1057,5274,4106
1058,5274,4123
1059,5274,4125
1060,5274,4128
1061,5274,4150
1062,5274,4152
1063,5274,4163
1064,5274,4234
1065,5274,4275
1066,5274,4298
1067,5274,4375
1068,5274,4452
1069,5274,4490
1070,5274,4515
1071,5274,4692
1072,5274,4741
1073,5274,4765
1074,5274,4788
1075,5274,4930
1076,5274,5127
1077,5274,5190
1078,5274,5245
1079,5274,5261
1080,5274,6170
1081,5274,5404
1082,5274,6946
1083,5274,5411
1084,5274,6955
1085,5274,6749
1086,5274,6195
1087,5274,5940
1088,5274,7488
1089,5274,7610
1090,5274,6673
1091,5274,7228
1092,5274,5864
1093,5274,7564
1094,5274,5776
1095,5274,5528
1096,5274,7580
1097,5274,5534
1098,5274,6049
1099,5274,7332
1100,5274,6309
1101,5274,7595
1102,5274,6577
1103,5274,6840
1104,5274,7199
1105,5274,7400
1106,5274,5543
1107,5274,6899
1108,3807,220
1109,3807,392
1110,3807,421
1111,3807,426
1112,3807,630
1113,3807,889
1114,3807,1132
1115,3807,1608
1116,3807,1936
1117,3807,2001
1118,3807,3737
1119,3807,4298
1120,3807,5261
1121,3807,4375
1122,3807,6370
1123,3807,4387
1124,3807,5348
1125,3807,6673
1126,3807,4788
1127,3807,5626
1128,13,1794
1129,13,3971
1130,13,1223
1131,13,6152
1132,13,5385
1133,13,1509
1134,13,524
1135,13,4770
1136,13,1937
1137,13,7315
1138,13,1817
1139,13,6298
1140,13,2266
1141,13,3557
1142,13,5857
1143,13,866
1144,13,2789
1145,13,3559
1146,13,4904
1147,13,6565
1148,13,5355
1149,13,620
1150,13,110
1151,13,2835
1152,13,3316
1153,13,6712
1154,13,1850
1155,13,4860
1156,13,4606
1157,1794,524
1158,1794,705
1159,1794,885
1160,1794,1081
1161,1794,1194
1162,1794,3557
1163,1794,5857
1164,1794,3336
1165,1794,6217
1166,1794,5355
1167,1794,2889
1168,1794,1937
1169,1794,2614
1170,1794,6455
1171,1794,6298
1172,1794,3390
1173,3971,524
1174,3971,1933
1175,3971,1937
1176,3971,2835
1177,3971,7064
1178,3971,4988
1179,3971,7406
1180,1223,110
1181,1223,524
1182,1223,866
1183,1223,2015
1184,1223,3213
1185,1223,4904
1186,1223,1937
1187,1223,4434
1188,1223,2835
1189,1223,1817
1190,1223,2265
1191,1223,6993
1192,1223,6565
1193,1223,5857
1194,1223,5988
1195,1223,1509
1196,1223,2790
1197,1223,1447
1198,1223,1320
1199,1223,4860
1200,1223,6546
1201,1223,2642
1202,1223,6958
1203,1223,3377
1204,1223,2982
1205,1223,3316
1206,1223,2037
1207,1223,2614
1208,1223,2615
1209,1223,3508
1210,1223,7141
1211,1223,5756
1212,6152,524
1213,6152,2614
1214,6152,5988
1215,6152,7043
1216,1509,110
1217,1509,418
1218,1509,524
1219,1509,866
1220,1509,1005
1221,1509,1149
1222,1509,1447
1223,1509,3336
1224,1509,5643
1225,1509,1677
1226,1509,5391
1227,1509,1937
1228,1509,2835
1229,1509,2199
1230,1509,1560
1231,1509,1817
1232,1509,7533
1233,1509,6812
1234,1509,6818
1235,1509,4899
1236,1509,6958
1237,1509,6321
1238,1509,7476
1239,1509,5047
1240,1509,4666
1241,1509,7141
1242,1509,7106
1243,1509,4931
1244,1509,6217
1245,1509,2615
1246,1509,6862
1247,1509,1933
1248,1509,4259
1249,1509,7382
1250,1509,6616
1251,1509,2265
1252,1509,1627
1253,1509,2015
1254,1509,6752
1255,1509,5857
1256,1509,6882
1257,1509,5988
1258,1509,3557
1259,1509,2790
1260,1509,1639
1261,1509,4860
1262,1509,5355
1263,1509,4716
1264,1509,3694
1265,1509,7536
1266,1509,4770
1267,1509,4556
1268,524,41
1269,524,110
1270,524,151
1271,524,252
1272,524,418
1273,524,449
1274,524,485
1275,524,2566
1276,524,2577
1277,524,3308
1278,524,1560
1279,524,4640
1280,524,2085
1281,524,1672
1282,524,3118
1283,524,4146
1284,524,2614
1285,524,2615
1286,524,6712
1287,524,4666
1288,524,3647
1289,524,2628
1290,524,6217
1291,524,2642
1292,524,5731
1293,524,4180
1294,524,4537
1295,524,7257
1296,524,6752
1297,524,4195
1298,524,4197
1299,524,614
1300,524,1639
1301,524,4716
1302,524,4728
1303,524,5988
1304,524,3557
1305,524,5756
1306,524,1149
1307,524,640
1308,524,5761
1309,524,2696
1310,524,4749
1311,524,6287
1312,524,6290
1313,524,7315
1314,524,3694
1315,524,2199
1316,524,6298
1317,524,6812
1318,524,1186
1319,524,5795
1320,524,2732
1321,524,4784
1322,524,6321
1323,524,7354
1324,524,7360
1325,524,705
1326,524,6862
1327,524,3279
1328,524,4305
1329,524,6866
1330,524,2265
1331,524,2266
1332,524,2267
1333,524,5857
1334,524,2790
1335,524,5355
1336,524,6380
1337,524,5174
1338,524,1776
1339,524,1320
1340,524,4850
1341,524,1268
1342,524,2037
1343,524,4860
1344,524,5893
1345,524,2826
1346,524,4875
1347,524,2835
1348,524,6423
1349,524,3864
1350,524,1817
1351,524,7452
1352,524,4893
1353,524,4899
1354,524,4389
1355,524,4391
1356,524,4904
1357,524,6442
1358,524,4396
1359,524,813
1360,524,6958
1361,524,6959
1362,524,3377
1363,524,1417
1364,524,1850
1365,524,830
1366,524,4931
1367,524,2884
1368,524,2885
1369,524,3399
1370,524,6455
1371,524,3213
1372,524,1360
1373,524,6993
1374,524,4434
1375,524,1876
1376,524,1934
1377,524,7001
1378,524,4315
1379,524,866
1380,524,4964
1381,524,1386
1382,524,7533
1383,524,3950
1384,524,7536
1385,524,6001
1386,524,7540
1387,524,2933
1388,524,3448
1389,524,7560
1390,524,2953
1391,524,1933
1392,524,3470
1393,524,1937
1394,524,6546
1395,524,7059
1396,524,4770
1397,524,7064
1398,524,2970
1399,524,6810
1400,524,2976
1401,524,6565
1402,524,1958
1403,524,1447
1404,524,1448
1405,524,7082
1406,524,839
1407,524,3502
1408,524,3390
1409,524,3508
1410,524,5047
1411,524,6073
1412,524,7141
1413,524,2492
1414,524,1981
1415,524,4031
1416,524,2499
1417,524,5575
1418,524,6092
1419,524,6818
1420,524,2982
1421,524,6616
1422,524,3316
1423,524,2015
1424,524,2130
1425,524,3559
1426,524,7144
1427,524,2538
1428,524,5612
1429,524,3053
1430,524,3056
1431,524,3061
1432,524,3069
1433,524,4606
1434,4770,110
1435,4770,1149
1436,4770,1560
1437,4770,1817
1438,4770,1933
1439,4770,1937
1440,4770,2615
1441,4770,5988
1442,4770,6321
1443,4770,6217
1444,4770,6616
1445,4770,6073
1446,1937,110
1447,1937,252
1448,1937,418
1449,1937,640
1450,1937,705
1451,1937,813
1452,1937,830
1453,1937,866
1454,1937,885
1455,1937,1149
1456,1937,1268
1457,1937,1320
1458,1937,1447
1459,1937,1560
1460,1937,1639
1461,1937,1677
1462,1937,1737
1463,1937,1817
1464,1937,1850
1465,1937,1876
1466,1937,1933
1467,1937,1934
1468,1937,2308
1469,1937,3336
1470,1937,2826
1471,1937,2577
1472,1937,2835
1473,1937,3864
1474,1937,7199
1475,1937,4899
1476,1937,6958
1477,1937,6959
1478,1937,3377
1479,1937,2614
1480,1937,2615
1481,1937,6712
1482,1937,4931
1483,1937,2884
1484,1937,5174
1485,1937,3399
1486,1937,6217
1487,1937,6736
1488,1937,4434
1489,1937,4180
1490,1937,7001
1491,1937,4666
1492,1937,3557
1493,1937,6752
1494,1937,5731
1495,1937,5988
1496,1937,2668
1497,1937,7533
1498,1937,7536
1499,1937,6001
1500,1937,2933
1501,1937,4728
1502,1937,6785
1503,1937,4230
1504,1937,7560
1505,1937,4716
1506,1937,2199
1507,1937,3390
1508,1937,6546
1509,1937,7315
1510,1937,3694
1511,1937,7319
1512,1937,7064
1513,1937,6298
1514,1937,6565
1515,1937,1958
1516,1937,3502
1517,1937,6323
1518,1937,3508
1519,1937,5047
1520,1937,6073
1521,1937,2492
1522,1937,2499
1523,1937,5578
1524,1937,6092
1525,1937,6818
1526,1937,6862
1527,1937,6616
1528,1937,2265
1529,1937,2266
1530,1937,2267
1531,1937,2015
1532,1937,5857
1533,1937,7141
1534,1937,2790
1535,1937,7144
1536,1937,4860
1537,1937,5355
1538,1937,5612
1539,1937,2130
1540,1937,7406
1541,1937,3056
1542,1937,4904
1543,1937,2037
1544,1937,4606
1545,7315,110
1546,7315,2615
1547,7315,2953
1548,7315,3557
1549,7315,5047
1550,7315,5988
1551,7315,6423
1552,7315,7104
1553,1817,110
1554,1817,614
1555,1817,1149
1556,1817,1672
1557,1817,4931
1558,1817,6217
1559,1817,2615
1560,1817,6423
1561,1817,6616
1562,1817,4964
1563,1817,4666
1564,1817,6752
1565,1817,5857
1566,1817,5988
1567,1817,3559
1568,1817,4728
1569,1817,7533
1570,1817,7536
1571,1817,6321
1572,1817,6921
1573,1817,6712
1574,1817,7354
1575,6298,705
1576,6298,866
1577,6298,1149
1578,6298,1933
1579,6298,2614
1580,6298,2835
1581,6298,3390
1582,6298,3557
1583,6298,5355
1584,6298,5731
1585,6298,5732
1586,6298,5857
1587,6298,6217
1588,2266,110
1589,2266,1876
1590,2266,1958
1591,2266,2037
1592,2266,5857
1593,2266,6217
1594,2266,4875
1595,2266,6712
1596,2266,7257
1597,3557,252
1598,3557,418
1599,3557,1560
1600,3557,1933
1601,3557,2615
1602,3557,2835
1603,3557,2933
1604,3557,3061
1605,3557,3118
1606,3557,3377
1607,3557,3390
1608,3557,4931
1609,3557,6217
1610,3557,5047
1611,3557,6866
1612,3557,3864
1613,3557,7001
1614,3557,5857
1615,3557,4899
1616,3557,5988
1617,3557,5355
1618,3557,6712
1619,5857,83
1620,5857,110
1621,5857,252
1622,5857,418
1623,5857,830
1624,5857,866
1625,5857,1149
1626,5857,1151
1627,5857,1320
1628,5857,1447
1629,5857,1560
1630,5857,1850
1631,5857,1876
1632,5857,1933
1633,5857,2015
1634,5857,2037
1635,5857,2085
1636,5857,2130
1637,5857,2199
1638,5857,2265
1639,5857,2492
1640,5857,2577
1641,5857,2614
1642,5857,2615
1643,5857,2628
1644,5857,2732
1645,5857,2790
1646,5857,2835
1647,5857,2884
1648,5857,2933
1649,5857,2982
1650,5857,3056
1651,5857,3316
1652,5857,3377
1653,5857,3390
1654,5857,3502
1655,5857,3694
1656,5857,4180
1657,5857,4434
1658,5857,4539
1659,5857,4606
1660,5857,4666
1661,5857,4749
1662,5857,4860
1663,5857,4899
1664,5857,4904
1665,5857,4931
1666,5857,5174
1667,5857,5355
1668,5857,5575
1669,5857,5731
1670,5857,6001
1671,5857,7533
1672,5857,6546
1673,5857,7001
1674,5857,7452
1675,5857,6565
1676,5857,6321
1677,5857,6958
1678,5857,6455
1679,5857,6712
1680,5857,6073
1681,5857,7141
1682,5857,6217
1683,5857,7371
1684,5857,6818
1685,5857,6752
1686,5857,5988
1687,5857,6076
1688,5857,7536
1689,5857,7540
1690,866,110
1691,866,418
1692,866,640
1693,866,6958
1694,866,4931
1695,866,6217
1696,866,1933
1697,866,7406
1698,866,2835
1699,866,3502
1700,866,7383
1701,866,1560
1702,866,7001
1703,866,5731
1704,866,4455
1705,866,5355
1706,866,1902
1707,866,1776
1708,866,3508
1709,866,5047
1710,866,6712
1711,866,6818
1712,866,4539
1713,866,1468
1714,2789,2614
1715,3559,110
1716,3559,2538
1717,3559,3056
1718,3559,4931
1719,3559,5988
1720,3559,4230
1721,3559,6712
1722,3559,7533
1723,3559,6001
1724,3559,7029
1725,3559,6616
1726,3559,5514
1727,4904,110
1728,4904,252
1729,4904,418
1730,4904,1149
1731,4904,1154
1732,4904,1320
1733,4904,1447
