,node,eign,closeness,betwness,centrality,community,density
256,256,2.1162712130634827e-07,0,0,2,0,0.04869760220803864
267,267,2.117588831782126e-07,0,0,2,0,0.04869760220803864
279,279,2.1173432362574754e-07,0,0,2,0,0.04869760220803864
282,282,2.1162712130634827e-07,0,0,2,0,0.04869760220803864
286,286,2.1177409877636159e-07,0,0,2,0,0.04869760220803864
305,305,2.1183892300236588e-07,0,0,2,0,0.04869760220803864
316,316,2.1761346669110567e-07,0,0,2,0,0.04869760220803864
61,61,2.1309924189850115e-07,0,0,3,0,0.04869760220803864
71,71,2.130793527418473e-07,0,0,3,0,0.04869760220803864
76,76,2.246971005449556e-07,0,0,3,0,0.04869760220803864
81,81,2.3546233025642665e-07,0,0,3,0,0.04869760220803864
97,97,2.130110549045412e-07,0,0,3,0,0.04869760220803864
112,112,2.130829117045202e-07,0,0,3,0,0.04869760220803864
155,155,2.130824071472065e-07,0,0,3,0,0.04869760220803864
157,157,2.1303025769127772e-07,0,0,3,0,0.04869760220803864
164,164,3.761981852660197e-07,0,0,3,0,0.04869760220803864
179,179,2.1294201190852726e-07,0,0,3,0,0.04869760220803864
182,182,2.1295915113824532e-07,0,0,3,0,0.04869760220803864
191,191,2.1982754613143587e-07,0,0,3,0,0.04869760220803864
207,207,5.38418590727924e-07,0,0,3,0,0.04869760220803864
228,228,2.1588092169688921e-07,0,0,3,0,0.04869760220803864
240,240,2.144610241933294e-07,0,0,3,0,0.04869760220803864
247,247,3.612878460231674e-07,0,0,3,0,0.04869760220803864
253,253,2.130110549045412e-07,0,0,3,0,0.04869760220803864
293,293,2.130829117045202e-07,0,0,3,0,0.04869760220803864
294,294,2.2950704718907147e-07,0,0,3,0,0.04869760220803864
301,301,3.657358061157561e-07,0,0,3,0,0.04869760220803864
321,321,2.1325904216179572e-07,0,0,3,0,0.04869760220803864
336,336,2.2802840914529702e-07,0,0,3,0,0.04869760220803864
49,49,2.1428263481709508e-07,0,0,4,0,0.04869760220803864
120,120,2.421567884166865e-05,0,0,4,0,0.04869760220803864
124,124,2.2445903442673028e-07,0,0,4,0,0.04869760220803864
125,125,2.4367123374130393e-05,0,0,4,0,0.04869760220803864
166,166,2.1717063788057475e-07,0,0,4,0,0.04869760220803864
174,174,2.143985756358222e-07,0,0,4,0,0.04869760220803864
190,190,2.1584895599947877e-07,0,0,4,0,0.04869760220803864
201,201,2.1440824921210015e-07,0,0,4,0,0.04869760220803864
202,202,2.2117625094334107e-07,0,0,4,0,0.04869760220803864
206,206,2.2205513870161373e-07,0,0,4,0,0.04869760220803864
220,220,2.1465678033104076e-07,0,0,4,0,0.04869760220803864
262,262,2.1465678033104076e-07,0,0,4,0,0.04869760220803864
270,270,2.3827091310420748e-07,0,0,4,0,0.04869760220803864
288,288,3.9757083217021723e-07,0,0,4,0,0.04869760220803864
289,289,2.1463936312060157e-07,0,0,4,0,0.04869760220803864
307,307,2.2402437267092587e-07,0,0,4,0,0.04869760220803864
327,327,2.1439298874895417e-07,0,0,4,0,0.04869760220803864
27,27,3.8500493368810947e-07,0,0,5,0,0.04869760220803864
46,46,2.1603795141193674e-07,0,0,5,0,0.04869760220803864
110,110,2.1574871103769876e-07,0,0,5,0,0.04869760220803864
152,152,3.711546319119012e-07,0,0,5,0,0.04869760220803864
192,192,2.1575775006800953e-07,0,0,5,0,0.04869760220803864
193,193,2.1573220907409644e-07,0,0,5,0,0.04869760220803864
235,235,6.908164050023532e-07,0,0,5,0,0.04869760220803864
245,245,2.1585479935571607e-07,0,0,5,0,0.04869760220803864
250,250,4.065834721812274e-07,0,0,5,0,0.04869760220803864
264,264,2.1574871103769876e-07,0,0,5,0,0.04869760220803864
283,283,2.3644599551643322e-07,0,0,5,0,0.04869760220803864
6,6,2.1709041695161263e-07,0,0,6,0,0.04869760220803864
32,32,2.172656002138456e-07,0,0,6,0,0.04869760220803864
44,44,2.176613170884422e-07,0,0,6,0,0.04869760220803864
63,63,4.1236503348485877e-07,0,0,6,0,0.04869760220803864
77,77,2.423162262820322e-07,0,0,6,0,0.04869760220803864
86,86,2.1745012502533326e-07,0,0,6,0,0.04869760220803864
95,95,2.1707392791581983e-07,0,0,6,0,0.04869760220803864
102,102,2.174157330625746e-07,0,0,6,0,0.04869760220803864
117,117,3.927631429000689e-07,0,0,6,0,0.04869760220803864
147,147,2.1709041695161263e-07,0,0,6,0,0.04869760220803864
163,163,2.3535402307354674e-07,0,0,6,0,0.04869760220803864
219,219,2.1705691016014018e-07,0,0,6,0,0.04869760220803864
229,229,2.497226678750919e-07,0,0,6,0,0.04869760220803864
269,269,3.866299736071056e-06,0,0,6,0,0.04869760220803864
340,340,9.98551123768018e-07,0,0,6,0,0.04869760220803864
51,51,2.3934747731679905e-07,0,0,7,0,0.04869760220803864
64,64,2.713065606170404e-07,0,0,7,0,0.04869760220803864
83,83,2.3934747731679905e-07,0,0,7,0,0.04869760220803864
126,126,3.9253767861127476e-07,0,0,7,0,0.04869760220803864
129,129,5.528361634802619e-07,0,0,7,0,0.04869760220803864
131,131,2.1871799866693316e-07,0,0,7,0,0.04869760220803864
151,151,2.1904032885314403e-07,0,0,7,0,0.04869760220803864
167,167,2.1862563470844002e-07,0,0,7,0,0.04869760220803864
189,189,2.713065606170404e-07,0,0,7,0,0.04869760220803864
208,208,4.359288749756325e-07,0,0,7,0,0.04869760220803864
237,237,2.3934747731679905e-07,0,0,7,0,0.04869760220803864
263,263,2.1878409646215869e-07,0,0,7,0,0.04869760220803864
296,296,2.1878409646215869e-07,0,0,7,0,0.04869760220803864
300,300,2.254053993430907e-07,0,0,7,0,0.04869760220803864
311,311,2.545473196613505e-07,0,0,7,0,0.04869760220803864
317,317,3.910914135993622e-07,0,0,7,0,0.04869760220803864
338,338,4.2146742959382925e-07,0,0,7,0,0.04869760220803864
347,347,7.019517232535303e-07,0,0,7,0,0.04869760220803864
8,8,2.1973746334830285e-07,0,0,8,0,0.04869760220803864
54,54,2.5381261955004794e-07,0,0,8,0,0.04869760220803864
60,60,7.389823247074877e-07,0,0,8,0,0.04869760220803864
89,89,2.198438094304251e-07,0,0,8,0,0.04869760220803864
91,91,2.1973746334830285e-07,0,0,8,0,0.04869760220803864
93,93,2.201797330620387e-07,0,0,8,0,0.04869760220803864
106,106,4.032095292632716e-07,0,0,8,0,0.04869760220803864
162,162,2.2043825115584638e-07,0,0,8,0,0.04869760220803864
217,217,4.2446591267883045e-07,0,0,8,0,0.04869760220803864
221,221,7.365710439170791e-07,0,0,8,0,0.04869760220803864
243,243,2.2024954261417524e-07,0,0,8,0,0.04869760220803864
259,259,2.1973746334830285e-07,0,0,8,0,0.04869760220803864
260,260,5.549415735227251e-07,0,0,8,0,0.04869760220803864
319,319,2.198438094304251e-07,0,0,8,0,0.04869760220803864
333,333,2.2025594436021256e-07,0,0,8,0,0.04869760220803864
16,16,2.616513592117462e-07,0,0,9,0,0.04869760220803864
38,38,7.219113580673047e-07,0,0,9,0,0.04869760220803864
68,68,2.215965528432378e-07,0,0,9,0,0.04869760220803864
78,78,2.2135803346558037e-07,0,0,9,0,0.04869760220803864
96,96,4.104148511514432e-07,0,0,9,0,0.04869760220803864
100,100,2.690026832037136e-07,0,0,9,0,0.04869760220803864
139,139,2.3287761152211187e-07,0,0,9,0,0.04869760220803864
195,195,2.2135803346558037e-07,0,0,9,0,0.04869760220803864
218,218,2.2135803346558037e-07,0,0,9,0,0.04869760220803864
230,230,2.2139596969006048e-07,0,0,9,0,0.04869760220803864
273,273,2.2135803346558037e-07,0,0,9,0,0.04869760220803864
306,306,2.2135803346558037e-07,0,0,9,0,0.04869760220803864
328,328,2.2135803346558037e-07,0,0,9,0,0.04869760220803864
337,337,2.2153976755663311e-07,0,0,9,0,0.04869760220803864
344,344,5.81011321418995e-07,0,0,9,0,0.04869760220803864
2,2,2.2334609371911966e-07,0,0,10,0,0.04869760220803864
4,4,2.2364157028893605e-07,0,0,10,0,0.04869760220803864
10,10,7.708567044092624e-07,0,0,10,0,0.04869760220803864
69,69,6.001155179628284e-07,0,0,10,0,0.04869760220803864
73,73,2.526339746355996e-07,0,0,10,0,0.04869760220803864
135,135,2.330970230012664e-07,0,0,10,0,0.04869760220803864
146,146,2.455092978679452e-05,0,0,10,0,0.04869760220803864
181,181,2.2364157028893605e-07,0,0,10,0,0.04869760220803864
225,225,2.2296451145789512e-07,0,0,10,0,0.04869760220803864
275,275,2.2364157028893605e-07,0,0,10,0,0.04869760220803864
278,278,2.229301004528747e-07,0,0,10,0,0.04869760220803864
295,295,4.382012125777609e-07,0,0,10,0,0.04869760220803864
309,309,2.330970230012664e-07,0,0,10,0,0.04869760220803864
22,22,1.0365420550578182e-06,0,0,11,0,0.04869760220803864
36,36,2.356058109794917e-07,0,0,11,0,0.04869760220803864
50,50,4.46282343059978e-07,0,0,11,0,0.04869760220803864
140,140,2.249020295067922e-07,0,0,11,0,0.04869760220803864
150,150,4.4159545758983443e-07,0,0,11,0,0.04869760220803864
165,165,5.936055623191569e-07,0,0,11,0,0.04869760220803864
168,168,7.453441029602216e-07,0,0,11,0,0.04869760220803864
177,177,2.242984638524588e-07,0,0,11,0,0.04869760220803864
222,222,4.3667239419083505e-07,0,0,11,0,0.04869760220803864
268,268,2.956953971522641e-07,0,0,11,0,0.04869760220803864
298,298,4.5143188481435364e-07,0,0,11,0,0.04869760220803864
318,318,4.4898313799102054e-07,0,0,11,0,0.04869760220803864
45,45,7.728864856656585e-07,0,0,12,0,0.04869760220803864
65,65,6.051887725449037e-07,0,0,12,0,0.04869760220803864
79,79,5.042070479439274e-07,0,0,12,0,0.04869760220803864
121,121,7.413493831688895e-07,0,0,12,0,0.04869760220803864
143,143,2.2557970819250845e-07,0,0,12,0,0.04869760220803864
156,156,2.4579904124867865e-05,0,0,12,0,0.04869760220803864
341,341,7.843754004334942e-07,0,0,12,0,0.04869760220803864
5,5,1.1833221118435216e-06,0,0,13,0,0.04869760220803864
17,17,2.2774170298520142e-07,0,0,13,0,0.04869760220803864
28,28,2.276328150659143e-07,0,0,13,0,0.04869760220803864
29,29,2.9276633115487333e-07,0,0,13,0,0.04869760220803864
84,84,4.4393270134604735e-07,0,0,13,0,0.04869760220803864
87,87,2.5353932977449386e-05,0,0,13,0,0.04869760220803864
99,99,2.2710379624244594e-07,0,0,13,0,0.04869760220803864
108,108,4.078017501028578e-07,0,0,13,0,0.04869760220803864
178,178,6.041528426876911e-07,0,0,13,0,0.04869760220803864
196,196,5.601583078615533e-07,0,0,13,0,0.04869760220803864
310,310,2.2712835369616487e-07,0,0,13,0,0.04869760220803864
314,314,3.084634467520455e-07,0,0,13,0,0.04869760220803864
75,75,9.487325073453163e-07,0,0,14,0,0.04869760220803864
85,85,6.218399102825083e-07,0,0,14,0,0.04869760220803864
105,105,6.40839152362538e-07,0,0,14,0,0.04869760220803864
111,111,2.2883459016186963e-07,0,0,14,0,0.04869760220803864
149,149,2.28960556049616e-07,0,0,14,0,0.04869760220803864
159,159,4.3496795749773475e-07,0,0,14,0,0.04869760220803864
176,176,4.993987532397147e-07,0,0,14,0,0.04869760220803864
226,226,2.2910029518520856e-07,0,0,14,0,0.04869760220803864
246,246,2.5666580639295228e-05,0,0,14,0,0.04869760220803864
251,251,5.568719448115e-07,0,0,14,0,0.04869760220803864
274,274,6.220636707419901e-07,0,0,14,0,0.04869760220803864
290,290,8.14785573247029e-07,0,0,14,0,0.04869760220803864
14,14,2.3055679294325335e-07,0,0,15,0,0.04869760220803864
20,20,2.3038875741121886e-07,0,0,15,0,0.04869760220803864
39,39,4.869308388829613e-07,0,0,15,0,0.04869760220803864
57,57,4.211448525795591e-07,0,0,15,0,0.04869760220803864
66,66,1.2731710213783302e-06,0,0,15,0,0.04869760220803864
144,144,2.305236184409256e-07,0,0,15,0,0.04869760220803864
227,227,2.298761112711906e-07,0,0,15,0,0.04869760220803864
258,258,4.797410888700042e-07,0,0,15,0,0.04869760220803864
19,19,2.3149092118602842e-07,0,0,16,0,0.04869760220803864
24,24,2.4875636881516775e-07,0,0,16,0,0.04869760220803864
103,103,2.509601726022742e-05,0,0,16,0,0.04869760220803864
127,127,4.112819163506726e-07,0,0,16,0,0.04869760220803864
130,130,6.088185760204502e-07,0,0,16,0,0.04869760220803864
132,132,6.372458133770611e-07,0,0,16,0,0.04869760220803864
137,137,2.315517663714835e-07,0,0,16,0,0.04869760220803864
187,187,2.492503554539716e-07,0,0,16,0,0.04869760220803864
197,197,4.1573947735938935e-07,0,0,16,0,0.04869760220803864
281,281,5.703872719208763e-07,0,0,16,0,0.04869760220803864
284,284,5.657604108605427e-07,0,0,16,0,0.04869760220803864
330,330,2.521439116361841e-07,0,0,16,0,0.04869760220803864
345,345,1.4150885710277301e-06,0,0,16,0,0.04869760220803864
1,1,6.045346134948107e-07,0,0,17,0,0.04869760220803864
3,3,6.635648083921052e-07,0,0,17,0,0.04869760220803864
23,23,2.327855955467465e-07,0,0,17,0,0.04869760220803864
30,30,9.62912044010581e-07,0,0,17,0,0.04869760220803864
55,55,9.982470311456912e-07,0,0,17,0,0.04869760220803864
116,116,2.3335209685156938e-07,0,0,17,0,0.04869760220803864
175,175,2.487582225879143e-07,0,0,17,0,0.04869760220803864
214,214,2.332640018761148e-07,0,0,17,0,0.04869760220803864
254,254,2.5034871529730487e-07,0,0,17,0,0.04869760220803864
123,123,8.351280919517666e-07,0,0,18,0,0.04869760220803864
133,133,6.703645332316179e-07,0,0,18,0,0.04869760220803864
184,184,4.2008582516178646e-07,0,0,18,0,0.04869760220803864
212,212,9.742383989944487e-07,0,0,18,0,0.04869760220803864
257,257,9.586755598516798e-07,0,0,18,0,0.04869760220803864
266,266,2.5387831957621347e-07,0,0,18,0,0.04869760220803864
276,276,8.402602455627398e-07,0,0,18,0,0.04869760220803864
343,343,2.3468318666169817e-07,0,0,18,0,0.04869760220803864
59,59,5.185075583635661e-07,0,0,19,0,0.04869760220803864
101,101,2.5443101452882274e-07,0,0,19,0,0.04869760220803864
134,134,1.0052301487235237e-06,0,0,19,0,0.04869760220803864
194,194,2.576242819618544e-07,0,0,19,0,0.04869760220803864
326,326,2.3618050782163647e-07,0,0,19,0,0.04869760220803864
7,7,2.568510124822489e-05,0,0,20,0,0.04869760220803864
88,88,7.788173777900159e-07,0,0,20,0,0.04869760220803864
148,148,6.646870160904736e-07,0,0,20,0,0.04869760220803864
180,180,2.641380407986715e-07,0,0,20,0,0.04869760220803864
299,299,2.573352695348782e-07,0,0,20,0,0.04869760220803864
302,302,4.179630412566643e-07,0,0,20,0,0.04869760220803864
331,331,6.705442364436374e-07,0,0,20,0,0.04869760220803864
92,92,2.6177120551499574e-07,0,0,21,0,0.04869760220803864
115,115,2.3881877710848615e-07,0,0,21,0,0.04869760220803864
231,231,8.288259328870449e-07,0,0,21,0,0.04869760220803864
248,248,1.0123818257043236e-06,0,0,21,0,0.04869760220803864
303,303,1.4552323604270868e-06,0,0,21,0,0.04869760220803864
320,320,2.717205927142878e-07,0,0,21,0,0.04869760220803864
48,48,4.831348837967411e-07,0,0,22,0,0.04869760220803864
94,94,4.3187807994812516e-07,0,0,22,0,0.04869760220803864
204,204,4.4835242031137673e-07,0,0,22,0,0.04869760220803864
31,31,1.4530295555049823e-06,0,0,23,0,0.04869760220803864
80,80,5.829688943218434e-07,0,0,23,0,0.04869760220803864
238,238,6.917657130456066e-07,0,0,23,0,0.04869760220803864
41,41,2.430097031380907e-07,0,0,24,0,0.04869760220803864
72,72,7.321880694397925e-07,0,0,24,0,0.04869760220803864
242,242,5.953782015491649e-07,0,0,24,0,0.04869760220803864
249,249,7.449774134612845e-07,0,0,24,0,0.04869760220803864
308,308,2.5628166373303165e-05,0,0,24,0,0.04869760220803864
158,158,1.1780556141717562e-06,0,0,25,0,0.04869760220803864
161,161,1.9606496195465963e-06,0,0,25,0,0.04869760220803864
232,232,1.1942645389386699e-06,0,0,25,0,0.04869760220803864
297,297,1.389417223986168e-06,0,0,25,0,0.04869760220803864
62,62,1.0480310720344275e-06,0,0,26,0,0.04869760220803864
185,185,1.5087404162585571e-06,0,0,26,0,0.04869760220803864
312,312,2.456255185318896e-07,0,0,26,0,0.04869760220803864
324,324,2.5017724614579756e-05,0,0,26,0,0.04869760220803864
223,223,1.23445572624129e-06,0,0,27,0,0.04869760220803864
265,265,7.415857167058421e-07,0,0,27,0,0.04869760220803864
339,339,2.543516839130832e-05,0,0,27,0,0.04869760220803864
346,346,2.845340266292697e-07,0,0,27,0,0.04869760220803864
128,128,1.5434415237660647e-06,0,0,28,0,0.04869760220803864
141,141,1.0678734136582829e-06,0,0,28,0,0.04869760220803864
224,224,1.5206653082191618e-06,0,0,28,0,0.04869760220803864
334,334,1.5205441246894845e-06,0,0,28,0,0.04869760220803864
211,211,1.200015004539347e-06,0,0,30,0,0.04869760220803864
329,329,1.0125492149317772e-06,0,0,30,0,0.04869760220803864
13,13,1.103790547598573e-06,0,0,31,0,0.04869760220803864
53,53,9.315426117405499e-07,0,0,31,0,0.04869760220803864
104,104,1.4355684549795195e-06,0,0,32,0,0.04869760220803864
82,82,8.953960456355655e-07,0,0,34,0,0.04869760220803864
342,342,1.4192970693891684e-06,0,0,34,0,0.04869760220803864
118,118,1.2615924480514825e-06,0,0,36,0,0.04869760220803864
291,291,1.5780468372013128e-06,0,0,36,0,0.04869760220803864
109,109,1.916116743643399e-06,0,0,37,0,0.04869760220803864
236,236,1.7262705827233199e-06,0,0,37,0,0.04869760220803864
313,313,1.5599135373909556e-06,0,0,37,0,0.04869760220803864
169,169,2.5749071292822103e-05,0,0,38,0,0.04869760220803864
261,261,1.1036322482791778e-06,0,0,38,0,0.04869760220803864
213,213,2.6162087362596887e-05,0,0,39,0,0.04869760220803864
323,323,1.922579727575786e-06,0,0,39,0,0.04869760220803864
325,325,1.3259034564843772e-06,0,0,39,0,0.04869760220803864
113,113,1.5024273155549714e-06,0,0,40,0,0.04869760220803864
172,172,1.1306354099890158e-06,0,0,41,0,0.04869760220803864
142,142,2.005832064754141e-06,0,0,43,0,0.04869760220803864
280,280,1.6684602480353666e-06,0,0,43,0,0.04869760220803864
332,332,1.948162492221933e-06,0,0,43,0,0.04869760220803864
40,40,1.7851968170490274e-06,0,0,44,0,0.04869760220803864
186,186,1.6891526013995935e-06,0,0,44,0,0.04869760220803864
272,272,1.7680441793359516e-06,0,0,45,0,0.04869760220803864
170,170,1.8442210668047118e-06,0,0,46,0,0.04869760220803864
199,199,1.5207716212891247e-06,0,0,47,0,0.04869760220803864
285,285,2.6149286936079148e-05,0,0,47,0,0.04869760220803864
188,188,1.9999681739498322e-06,0,0,48,0,0.04869760220803864
98,98,1.8651974910044857e-06,0,0,49,0,0.04869760220803864
304,304,2.635391336005351e-05,0,0,55,0,0.04869760220803864
315,315,2.678122299149308e-05,0,0,56,0,0.04869760220803864
9,9,2.214116624486093e-06,0,0,57,0,0.04869760220803864
200,200,2.0875584132522845e-06,0,0,57,0,0.04869760220803864
203,203,2.214317416201959e-06,0,0,57,0,0.04869760220803864
239,239,2.0845135786940673e-06,0,0,59,0,0.04869760220803864
119,119,2.0670379385755196e-06,0,0,62,0,0.04869760220803864
122,122,2.627505468539507e-05,0,0,63,0,0.04869760220803864
21,21,2.5965755464539663e-05,0,0,65,0,0.04869760220803864
252,252,2.5939957925083553e-06,0,0,65,0,0.04869760220803864
277,277,2.868922806339134e-06,0,0,65,0,0.04869760220803864
26,26,2.333621078244131e-06,0,0,68,0,0.04869760220803864
25,25,2.0920477409908786e-06,0,0,69,0,0.04869760220803864
322,322,2.6898065653012543e-05,0,0,72,0,0.04869760220803864
271,271,2.3411405713014694e-06,0,0,73,0,0.04869760220803864
67,67,2.6674028086937563e-05,0,0,76,0,0.04869760220803864
56,56,2.6366379741395313e-05,0,0,78,0,0.04869760220803864
0,0,3.391796172270201e-05,0,0,347,0,0.04869760220803864
1526,358,9.213976638914606e-08,0,0,1,1,0.07358849384768454
1603,447,9.213976638914606e-08,0,0,1,1,0.07358849384768454
1696,550,9.213976638914606e-08,0,0,1,1,0.07358849384768454
1750,585,7.670058142468093e-08,0,0,1,1,0.07358849384768454
1760,602,7.670058142468093e-08,0,0,1,1,0.07358849384768454
1763,607,7.670058142468093e-08,0,0,1,1,0.07358849384768454
1764,608,7.670058142468093e-08,0,0,1,1,0.07358849384768454
1767,613,7.670058142468093e-08,0,0,1,1,0.07358849384768454
1776,624,7.670058142468093e-08,0,0,1,1,0.07358849384768454
1786,638,7.670058142468093e-08,0,0,1,1,0.07358849384768454
1808,668,7.670058142468093e-08,0,0,1,1,0.07358849384768454
1812,674,7.670058142468093e-08,0,0,1,1,0.07358849384768454
916,1430,1.7972067214583582e-06,0,0,2,1,0.07358849384768454
1541,377,9.293904921778674e-08,0,0,2,1,0.07358849384768454
1543,379,9.278560775300334e-08,0,0,2,1,0.07358849384768454
1562,401,9.273346213342439e-08,0,0,2,1,0.07358849384768454
1599,443,9.274501142349429e-08,0,0,2,1,0.07358849384768454
1623,468,9.274501142349429e-08,0,0,2,1,0.07358849384768454
1746,581,7.71918092848758e-08,0,0,2,1,0.07358849384768454
1789,642,7.71918092848758e-08,0,0,2,1,0.07358849384768454
1793,648,7.754179739879551e-08,0,0,2,1,0.07358849384768454
1820,1967,0.0005912830778863899,0,0,2,1,0.07358849384768454
1524,356,9.412326250143984e-08,0,0,3,1,0.07358849384768454
1547,383,1.2651290642935186e-07,0,0,3,1,0.07358849384768454
1550,386,9.337518765359249e-08,0,0,3,1,0.07358849384768454
1572,411,9.37770161600984e-08,0,0,3,1,0.07358849384768454
1604,448,1.5866111604336816e-07,0,0,3,1,0.07358849384768454
1610,454,9.337873257143018e-08,0,0,3,1,0.07358849384768454
1650,499,9.362017312531431e-08,0,0,3,1,0.07358849384768454
1714,571,1.825963906402728e-07,0,0,3,1,0.07358849384768454
1717,656,1.51503773213622e-07,0,0,3,1,0.07358849384768454
1801,660,7.864126609863404e-08,0,0,3,1,0.07358849384768454
1807,667,3.814702721956329e-06,0,0,3,1,0.07358849384768454
1247,1762,1.8713530028673069e-06,0,0,4,1,0.07358849384768454
1548,384,1.2069094322389025e-07,0,0,4,1,0.07358849384768454
1567,406,1.27402455140172e-07,0,0,4,1,0.07358849384768454
1622,467,9.421924948633922e-08,0,0,4,1,0.07358849384768454
1678,530,1.0159032108592846e-07,0,0,4,1,0.07358849384768454
1698,552,1.2069094322389025e-07,0,0,4,1,0.07358849384768454
1715,572,9.421924948633922e-08,0,0,4,1,0.07358849384768454
1731,652,2.637010992927845e-07,0,0,4,1,0.07358849384768454
1732,673,2.637010992927845e-07,0,0,4,1,0.07358849384768454
34,34,4.074184547679874e-06,0,0,5,1,0.07358849384768454
380,649,1.8910461166572675e-06,0,0,5,1,0.07358849384768454
941,1455,1.963206381726012e-06,0,0,5,1,0.07358849384768454
1262,1777,9.553528504512123e-06,0,0,5,1,0.07358849384768454
1509,464,1.4430620942279537e-07,0,0,5,1,0.07358849384768454
1511,351,9.620985656709432e-08,0,0,5,1,0.07358849384768454
1519,349,2.2315590904230755e-07,0,0,5,1,0.07358849384768454
1536,371,2.050433368658959e-07,0,0,5,1,0.07358849384768454
1609,453,9.51925284042713e-08,0,0,5,1,0.07358849384768454
1627,472,2.2074818807920402e-07,0,0,5,1,0.07358849384768454
1636,485,3.881003661241374e-06,0,0,5,1,0.07358849384768454
1708,562,1.3039768339664376e-07,0,0,5,1,0.07358849384768454
1730,610,3.6490746835104945e-07,0,0,5,1,0.07358849384768454
1738,593,2.22462438172288e-07,0,0,5,1,0.07358849384768454
1810,671,2.899748406285686e-07,0,0,5,1,0.07358849384768454
1516,476,9.685970525337906e-08,0,0,6,1,0.07358849384768454
1531,365,3.288431127506322e-07,0,0,6,1,0.07358849384768454
1553,390,3.4556303992746364e-07,0,0,6,1,0.07358849384768454
1649,498,1.647125013523494e-07,0,0,6,1,0.07358849384768454
1681,533,2.1821013837437127e-07,0,0,6,1,0.07358849384768454
1797,655,1.1428401579758636e-07,0,0,6,1,0.07358849384768454
1140,1654,1.9985349224967576e-06,0,0,7,1,0.07358849384768454
1510,549,7.58885447048933e-06,0,0,7,1,0.07358849384768454
1513,393,9.74871169989641e-08,0,0,7,1,0.07358849384768454
1633,480,3.9292724550142026e-06,0,0,7,1,0.07358849384768454
1729,586,2.7005283261924463e-07,0,0,7,1,0.07358849384768454
1773,621,8.161316030272821e-08,0,0,7,1,0.07358849384768454
1798,657,9.066280388194709e-08,0,0,7,1,0.07358849384768454
1815,679,1.338607846049365e-07,0,0,7,1,0.07358849384768454
992,1506,2.0786577717331277e-06,0,0,8,1,0.07358849384768454
1514,399,9.809891524809294e-08,0,0,8,1,0.07358849384768454
1515,441,9.809891524809294e-08,0,0,8,1,0.07358849384768454
1517,501,9.809891524809294e-08,0,0,8,1,0.07358849384768454
1549,385,4.7020550319387744e-07,0,0,8,1,0.07358849384768454
1631,478,3.4541777570708236e-07,0,0,8,1,0.07358849384768454
1682,534,4.0131612948431836e-06,0,0,8,1,0.07358849384768454
1687,540,3.6443874664986946e-07,0,0,8,1,0.07358849384768454
1754,594,7.497967512298797e-06,0,0,8,1,0.07358849384768454
1811,672,8.638062948059715e-08,0,0,8,1,0.07358849384768454
976,1490,2.1672814784337384e-06,0,0,9,1,0.07358849384768454
1117,1631,2.145287838049277e-06,0,0,9,1,0.07358849384768454
1508,427,7.680061071658679e-06,0,0,9,1,0.07358849384768454
1512,364,9.870657683687329e-08,0,0,9,1,0.07358849384768454
