,node,eign,closeness,betwness,centrality,community,density
15876,16954,2.9931432603098256e-06,0,0,18,0,0.11784511784511785
11764,9845,0.00015037551774837687,0,0,19,0,0.11784511784511785
17285,13850,7.322101059721832e-06,0,0,20,0,0.11784511784511785
10031,13796,7.959651455605819e-06,0,0,38,0,0.11784511784511785
1618,20316,9.322171674286868e-09,0,0,1,1,0.03075511162334059
2784,15576,4.329515033329247e-06,0,0,1,1,0.03075511162334059
6454,19312,2.5693356352338286e-05,0,0,1,1,0.03075511162334059
7485,707,0.0002358394901276013,0,0,1,1,0.03075511162334059
8521,4902,0.00011874553740907224,0,0,1,1,0.03075511162334059
8920,19682,4.80384372496203e-07,0,0,1,1,0.03075511162334059
9697,21370,8.964650058559969e-06,0,0,1,1,0.03075511162334059
9699,13398,8.964650058559969e-06,0,0,1,1,0.03075511162334059
10129,3944,2.6781643681135525e-07,0,0,1,1,0.03075511162334059
10329,18755,8.038406732661016e-07,0,0,1,1,0.03075511162334059
10390,1309,0.00013494970510215154,0,0,1,1,0.03075511162334059
10785,19987,9.414762580644787e-05,0,0,1,1,0.03075511162334059
11227,11623,3.1753081957644935e-07,0,0,1,1,0.03075511162334059
12489,1892,1.1115786609240358e-05,0,0,1,1,0.03075511162334059
12641,1955,2.558777296666169e-09,0,0,1,1,0.03075511162334059
12740,5429,1.914529916112683e-07,0,0,1,1,0.03075511162334059
12741,10822,1.914529916112683e-07,0,0,1,1,0.03075511162334059
12903,18434,2.1865274375437547e-09,0,0,1,1,0.03075511162334059
12965,11526,2.672949446152096e-05,0,0,1,1,0.03075511162334059
13085,2090,2.2279866131529967e-06,0,0,1,1,0.03075511162334059
13329,2158,1.2187112975617633e-06,0,0,1,1,0.03075511162334059
14990,14389,3.221552195083096e-08,0,0,1,1,0.03075511162334059
15668,7965,2.547209060641514e-07,0,0,1,1,0.03075511162334059
15669,20850,2.547209060641514e-07,0,0,1,1,0.03075511162334059
15800,3366,0.0001689919711284408,0,0,1,1,0.03075511162334059
17325,18011,3.2972432579154906e-06,0,0,1,1,0.03075511162334059
17629,4749,2.3814899545249476e-06,0,0,1,1,0.03075511162334059
17661,4771,2.293096638514231e-07,0,0,1,1,0.03075511162334059
17931,5031,7.14297381966896e-06,0,0,1,1,0.03075511162334059
17934,5042,1.4163209666428545e-06,0,0,1,1,0.03075511162334059
18010,20910,1.76094690596934e-06,0,0,1,1,0.03075511162334059
18109,16465,1.7818517882237722e-06,0,0,1,1,0.03075511162334059
18144,20017,2.710573405821419e-06,0,0,1,1,0.03075511162334059
18315,5579,1.7885973605392927e-05,0,0,1,1,0.03075511162334059
18454,10490,3.319919605855298e-07,0,0,1,1,0.03075511162334059
18930,9832,0.00012287612882557963,0,0,1,1,0.03075511162334059
19011,15485,2.2279866131529967e-06,0,0,1,1,0.03075511162334059
19036,6352,7.819322741114339e-07,0,0,1,1,0.03075511162334059
19130,8438,3.888515446385043e-06,0,0,1,1,0.03075511162334059
19462,9390,1.1837830687339611e-07,0,0,1,1,0.03075511162334059
19661,7256,1.6253487828604627e-06,0,0,1,1,0.03075511162334059
19816,17817,3.328663266253673e-05,0,0,1,1,0.03075511162334059
19896,7674,2.2279866131529967e-06,0,0,1,1,0.03075511162334059
20232,13948,2.968539500224296e-06,0,0,1,1,0.03075511162334059
20377,19167,7.481948230593409e-05,0,0,1,1,0.03075511162334059
20400,18278,1.3731870600002068e-06,0,0,1,1,0.03075511162334059
20491,13035,0.0002358394901276013,0,0,1,1,0.03075511162334059
20778,9487,0.0002358394901276013,0,0,1,1,0.03075511162334059
20936,16652,3.533791876470065e-05,0,0,1,1,0.03075511162334059
20957,9993,5.881958754716695e-07,0,0,1,1,0.03075511162334059
20974,19130,3.537827316840134e-05,0,0,1,1,0.03075511162334059
21256,11723,0.0002358394901276013,0,0,1,1,0.03075511162334059
21314,11218,6.984073545408705e-07,0,0,1,1,0.03075511162334059
21399,20405,0.00011519332765547298,0,0,1,1,0.03075511162334059
21437,11664,1.3282959848214937e-05,0,0,1,1,0.03075511162334059
21721,12906,2.2279866131529967e-06,0,0,1,1,0.03075511162334059
21777,13161,4.078062331977026e-06,0,0,1,1,0.03075511162334059
21858,13606,2.3811450193577014e-05,0,0,1,1,0.03075511162334059
21899,13891,2.1312749023124756e-05,0,0,1,1,0.03075511162334059
21959,14316,9.777586833757433e-07,0,0,1,1,0.03075511162334059
21964,14327,6.73878484466171e-05,0,0,1,1,0.03075511162334059
22181,16189,2.314282533071598e-06,0,0,1,1,0.03075511162334059
22212,16495,0.00010804361023266005,0,0,1,1,0.03075511162334059
22237,11168,0.00010804361023266005,0,0,1,1,0.03075511162334059
22324,20944,2.2279866131529967e-06,0,0,1,1,0.03075511162334059
22366,20767,2.293096638514231e-07,0,0,1,1,0.03075511162334059
22378,18406,7.14297381966896e-06,0,0,1,1,0.03075511162334059
22393,20240,0.00010804361023266005,0,0,1,1,0.03075511162334059
521,194,3.15180007862147e-05,0,0,2,1,0.03075511162334059
1616,108,9.772326400640198e-07,0,0,2,1,0.03075511162334059
6243,527,5.525229871068488e-06,0,0,2,1,0.03075511162334059
8315,10638,1.1955413444329828e-06,0,0,2,1,0.03075511162334059
9181,13524,0.00024713992737023655,0,0,2,1,0.03075511162334059
9641,17189,1.822866307073471e-06,0,0,2,1,0.03075511162334059
9649,21318,2.353298025167339e-06,0,0,2,1,0.03075511162334059
10096,4565,6.622860602819007e-06,0,0,2,1,0.03075511162334059
11224,1525,0.0002388080296278256,0,0,2,1,0.03075511162334059
12642,13592,2.6784092712326e-07,0,0,2,1,0.03075511162334059
12902,2030,2.2933052685389985e-07,0,0,2,1,0.03075511162334059
15093,2934,0.00015640800895943603,0,0,2,1,0.03075511162334059
15396,9483,0.0007094266121460064,0,0,2,1,0.03075511162334059
15417,3106,4.8155645818022394e-05,0,0,2,1,0.03075511162334059
16112,3595,0.00022037859184454703,0,0,2,1,0.03075511162334059
16230,21762,8.590509681872385e-05,0,0,2,1,0.03075511162334059
16763,21296,2.0660299049065394e-06,0,0,2,1,0.03075511162334059
17138,4308,0.0022181995525032603,0,0,2,1,0.03075511162334059
17764,12471,7.64265314833712e-05,0,0,2,1,0.03075511162334059
18009,5148,0.00018469022659171766,0,0,2,1,0.03075511162334059
18157,3445,4.378224051736055e-06,0,0,2,1,0.03075511162334059
18313,11661,0.0002537254637329942,0,0,2,1,0.03075511162334059
18318,7888,0.0002537254637329942,0,0,2,1,0.03075511162334059
18867,15885,0.00022567633338740388,0,0,2,1,0.03075511162334059
19037,8276,8.204190039057287e-05,0,0,2,1,0.03075511162334059
19174,13855,2.485207270199655e-06,0,0,2,1,0.03075511162334059
19543,7120,3.1000366915771515e-06,0,0,2,1,0.03075511162334059
19577,15825,6.726623140790007e-05,0,0,2,1,0.03075511162334059
19697,7322,0.00015640800895943603,0,0,2,1,0.03075511162334059
19779,320,2.139344240024956e-06,0,0,2,1,0.03075511162334059
20003,18091,3.849124924740507e-06,0,0,2,1,0.03075511162334059
20021,7908,1.5110348620267642e-06,0,0,2,1,0.03075511162334059
20373,12522,6.516369642129754e-07,0,0,2,1,0.03075511162334059
20401,8184,2.6304055784196082e-06,0,0,2,1,0.03075511162334059
20425,12690,5.350695107372589e-06,0,0,2,1,0.03075511162334059
20446,8617,5.031494224238811e-07,0,0,2,1,0.03075511162334059
20493,8748,2.059781817940251e-05,0,0,2,1,0.03075511162334059
20577,8942,6.536393387985201e-05,0,0,2,1,0.03075511162334059
20592,22146,0.0022181995525032603,0,0,2,1,0.03075511162334059
21328,374,0.00015640800895943603,0,0,2,1,0.03075511162334059
21678,12706,1.6448212613510245e-06,0,0,2,1,0.03075511162334059
21901,13896,0.00041281558765211276,0,0,2,1,0.03075511162334059
21960,20169,0.00010251737724268998,0,0,2,1,0.03075511162334059
22341,10832,0.00017061731991130125,0,0,2,1,0.03075511162334059
22361,18185,1.1820128095705498e-06,0,0,2,1,0.03075511162334059
5462,13507,2.3316204208824067e-05,0,0,3,1,0.03075511162334059
6448,14952,2.9494661272013197e-05,0,0,3,1,0.03075511162334059
7715,16723,0.0001965420467841578,0,0,3,1,0.03075511162334059
8314,6862,0.00023839038409844007,0,0,3,1,0.03075511162334059
8918,947,5.04294080620265e-05,0,0,3,1,0.03075511162334059
9639,21279,2.7708345296658365e-06,0,0,3,1,0.03075511162334059
10093,13830,0.00018646492085245663,0,0,3,1,0.03075511162334059
11225,1526,3.332017440618299e-05,0,0,3,1,0.03075511162334059
11226,973,2.8030719018894286e-06,0,0,3,1,0.03075511162334059
14989,2878,3.3793508509721948e-06,0,0,3,1,0.03075511162334059
15670,17018,0.0002539801846390584,0,0,3,1,0.03075511162334059
16190,21698,1.516561037721903e-06,0,0,3,1,0.03075511162334059
17171,4327,0.001190114034429246,0,0,3,1,0.03075511162334059
17323,7604,3.4480331973778164e-06,0,0,3,1,0.03075511162334059
17366,12504,0.0005335141347423246,0,0,3,1,0.03075511162334059
17453,4575,4.580557211076621e-06,0,0,3,1,0.03075511162334059
17697,17210,0.00033496715733985586,0,0,3,1,0.03075511162334059
18212,812,1.1383397087704146e-05,0,0,3,1,0.03075511162334059
19662,22055,0.00017063265998689726,0,0,3,1,0.03075511162334059
20242,8234,0.00016105109205529145,0,0,3,1,0.03075511162334059
20372,22161,0.00023637667743294657,0,0,3,1,0.03075511162334059
20402,16675,2.3781397244338196e-06,0,0,3,1,0.03075511162334059
20403,21720,6.77660559457037e-05,0,0,3,1,0.03075511162334059
20447,20583,9.759530978639957e-06,0,0,3,1,0.03075511162334059
20955,21724,0.00024268960982350564,0,0,3,1,0.03075511162334059
21075,10409,4.825377699776431e-06,0,0,3,1,0.03075511162334059
21255,12234,0.002454039042630861,0,0,3,1,0.03075511162334059
21902,14554,0.00041756794697370993,0,0,3,1,0.03075511162334059
21938,14149,5.813948882119924e-07,0,0,3,1,0.03075511162334059
2716,21820,0.00017411386937473783,0,0,4,1,0.03075511162334059
4943,21227,6.168728682879683e-05,0,0,4,1,0.03075511162334059
4954,11056,6.227684462046771e-05,0,0,4,1,0.03075511162334059
8325,18330,0.00014859488298230844,0,0,4,1,0.03075511162334059
9059,20842,2.561524346009212e-05,0,0,4,1,0.03075511162334059
9182,15623,0.0003740615525431075,0,0,4,1,0.03075511162334059
9460,6370,0.00024748639057884053,0,0,4,1,0.03075511162334059
10098,2998,9.219793183523117e-06,0,0,4,1,0.03075511162334059
10327,6563,5.123817483766157e-06,0,0,4,1,0.03075511162334059
12433,15278,0.0024621240580103695,0,0,4,1,0.03075511162334059
13103,10906,0.0010492890955433865,0,0,4,1,0.03075511162334059
14781,7123,0.00026244866402489944,0,0,4,1,0.03075511162334059
14878,21996,0.0003418031694288369,0,0,4,1,0.03075511162334059
15074,12499,0.00020270275307477653,0,0,4,1,0.03075511162334059
15641,11491,3.818342513946996e-06,0,0,4,1,0.03075511162334059
17324,6700,1.1242615721586198e-05,0,0,4,1,0.03075511162334059
17925,8694,0.0004447059414213294,0,0,4,1,0.03075511162334059
18453,5599,3.483990020310376e-05,0,0,4,1,0.03075511162334059
18837,20087,0.0009528204390024251,0,0,4,1,0.03075511162334059
19196,19314,0.00097019233084438,0,0,4,1,0.03075511162334059
20001,9683,0.00027340713062890324,0,0,4,1,0.03075511162334059
20138,17181,0.002268552114184862,0,0,4,1,0.03075511162334059
20404,10934,6.683807182388745e-05,0,0,4,1,0.03075511162334059
20720,14584,0.0012133413177612814,0,0,4,1,0.03075511162334059
20820,9630,5.793490010556913e-05,0,0,4,1,0.03075511162334059
21076,21541,4.689551904423911e-05,0,0,4,1,0.03075511162334059
21378,11466,0.0005851624167946816,0,0,4,1,0.03075511162334059
21545,5978,3.1665577737152466e-05,0,0,4,1,0.03075511162334059
1661,112,0.003408313586932506,0,0,5,1,0.03075511162334059
2436,181,0.0001710813218726735,0,0,5,1,0.03075511162334059
4425,9355,0.00016202754206828438,0,0,5,1,0.03075511162334059
5341,8460,9.61894732455748e-05,0,0,5,1,0.03075511162334059
5708,7788,0.00024010848591793908,0,0,5,1,0.03075511162334059
6442,16173,4.662708634494662e-05,0,0,5,1,0.03075511162334059
6897,12128,0.00017388363894771882,0,0,5,1,0.03075511162334059
8313,10495,2.6527024259395828e-05,0,0,5,1,0.03075511162334059
8316,12502,2.0504321218772022e-05,0,0,5,1,0.03075511162334059
8727,10711,7.321272496131895e-05,0,0,5,1,0.03075511162334059
8919,19485,9.29757914442496e-05,0,0,5,1,0.03075511162334059
9058,966,9.948589759344112e-05,0,0,5,1,0.03075511162334059
12605,3180,0.0005219297182270559,0,0,5,1,0.03075511162334059
12738,1977,2.0056803900085486e-05,0,0,5,1,0.03075511162334059
13403,17266,8.673860479352564e-05,0,0,5,1,0.03075511162334059
15260,8511,0.0001276533974477144,0,0,5,1,0.03075511162334059
15580,17293,0.0022372872081458995,0,0,5,1,0.03075511162334059
16761,4049,5.3221874890961275e-06,0,0,5,1,0.03075511162334059
17639,5275,0.0002845527209877647,0,0,5,1,0.03075511162334059
18105,16756,0.0007736000170482798,0,0,5,1,0.03075511162334059
18115,10990,0.002492908053848701,0,0,5,1,0.03075511162334059
18158,15846,4.30109924115489e-05,0,0,5,1,0.03075511162334059
18889,12196,0.00018395227842362235,0,0,5,1,0.03075511162334059
19129,6483,0.0004081232637086556,0,0,5,1,0.03075511162334059
19461,14674,2.6239626458493987e-05,0,0,5,1,0.03075511162334059
19827,7569,5.864905801950119e-06,0,0,5,1,0.03075511162334059
2115,14377,0.0002049048475596071,0,0,6,1,0.03075511162334059
2783,200,0.0004544214561886479,0,0,6,1,0.03075511162334059
2786,15703,0.00042804229399040424,0,0,6,1,0.03075511162334059
6446,2492,0.00016755219211138855,0,0,6,1,0.03075511162334059
7274,11211,0.002413015165021783,0,0,6,1,0.03075511162334059
10095,9068,0.002226843630486352,0,0,6,1,0.03075511162334059
10097,7844,0.00025937095928257637,0,0,6,1,0.03075511162334059
10869,17450,0.002326109597414945,0,0,6,1,0.03075511162334059
12450,17755,7.051185566238471e-05,0,0,6,1,0.03075511162334059
12451,19716,5.676896445567276e-06,0,0,6,1,0.03075511162334059
12904,18225,2.4062871976262836e-05,0,0,6,1,0.03075511162334059
13390,3244,0.0022813626228594627,0,0,6,1,0.03075511162334059
14445,16698,0.0009233478861593367,0,0,6,1,0.03075511162334059
15615,10983,2.3849772336421656e-05,0,0,6,1,0.03075511162334059
16764,22364,0.00016165157947553663,0,0,6,1,0.03075511162334059
17072,16638,0.0003123531035007642,0,0,6,1,0.03075511162334059
18312,8527,4.779717694183201e-05,0,0,6,1,0.03075511162334059
18509,20847,0.001414666947335408,0,0,6,1,0.03075511162334059
20097,8013,1.8628615839215942e-05,0,0,6,1,0.03075511162334059
20933,16345,0.0022326232897781594,0,0,6,1,0.03075511162334059
1376,8500,0.00249980294603421,0,0,7,1,0.03075511162334059
4946,2294,7.912320509472437e-05,0,0,7,1,0.03075511162334059
7428,14532,0.000474665541656379,0,0,7,1,0.03075511162334059
7699,19146,0.0010367127135661642,0,0,7,1,0.03075511162334059
9645,17195,6.956320143345008e-05,0,0,7,1,0.03075511162334059
10985,1450,0.002670065483596627,0,0,7,1,0.03075511162334059
11393,12225,0.0013948426881418166,0,0,7,1,0.03075511162334059
11992,3282,2.672777516217375e-05,0,0,7,1,0.03075511162334059
12449,13561,7.97364920188684e-06,0,0,7,1,0.03075511162334059
14606,9281,0.0006915824026122736,0,0,7,1,0.03075511162334059
15418,15682,0.002472857330776152,0,0,7,1,0.03075511162334059
16442,7807,0.0009619836660812348,0,0,7,1,0.03075511162334059
18317,13661,0.000617063811874889,0,0,7,1,0.03075511162334059
18320,8646,0.0026734040401133804,0,0,7,1,0.03075511162334059
18678,7841,9.241032403563843e-05,0,0,7,1,0.03075511162334059
1617,469,0.00010250236619398018,0,0,8,1,0.03075511162334059
3055,8970,0.0024349107962067275,0,0,8,1,0.03075511162334059
4728,6805,0.0034842360820535705,0,0,8,1,0.03075511162334059
6244,17713,0.00023407750262706387,0,0,8,1,0.03075511162334059
6449,5221,0.00018710851584016787,0,0,8,1,0.03075511162334059
7275,22092,0.0004499786940461732,0,0,8,1,0.03075511162334059
7302,20392,0.0028059104692551087,0,0,8,1,0.03075511162334059
7700,2421,0.0005792675834929655,0,0,8,1,0.03075511162334059
8308,11802,0.00025565969749421406,0,0,8,1,0.03075511162334059
8311,6990,1.2414288602145949e-05,0,0,8,1,0.03075511162334059
9062,16179,0.00030791226151707804,0,0,8,1,0.03075511162334059
9178,21488,0.0018857120297983614,0,0,8,1,0.03075511162334059
10130,5560,2.8067518890801885e-05,0,0,8,1,0.03075511162334059
10529,10878,0.0003702342532213755,0,0,8,1,0.03075511162334059
11094,10498,0.00032012379761152957,0,0,8,1,0.03075511162334059
11980,1731,0.0038051365130107226,0,0,8,1,0.03075511162334059
11988,1734,0.0025025652921704705,0,0,8,1,0.03075511162334059
12739,9898,0.0002218867178400172,0,0,8,1,0.03075511162334059
14944,4953,0.0013755339863214492,0,0,8,1,0.03075511162334059
14945,16059,0.0006829154554868553,0,0,8,1,0.03075511162334059
16609,15736,0.0029849779851693595,0,0,8,1,0.03075511162334059
17630,9180,0.0002499150569701839,0,0,8,1,0.03075511162334059
19353,20329,0.001620592584068971,0,0,8,1,0.03075511162334059
19977,14941,0.0016115874083938225,0,0,8,1,0.03075511162334059
4042,16755,0.00045839601206996587,0,0,9,1,0.03075511162334059
6441,22391,0.00017034526066837908,0,0,9,1,0.03075511162334059
6455,8221,0.0003114814945870804,0,0,9,1,0.03075511162334059
8405,15625,0.0001278249327086554,0,0,9,1,0.03075511162334059
8409,17521,0.0002035262865611361,0,0,9,1,0.03075511162334059
9636,14629,7.047187161452498e-05,0,0,9,1,0.03075511162334059
9642,20487,1.4341081704261475e-05,0,0,9,1,0.03075511162334059
9643,1428,7.121170638414141e-05,0,0,9,1,0.03075511162334059
10099,12953,0.00029538110268357914,0,0,9,1,0.03075511162334059
10521,5387,0.00038852206837483545,0,0,9,1,0.03075511162334059
10530,14691,0.0003582293986742272,0,0,9,1,0.03075511162334059
10531,12999,0.0002975309504386998,0,0,9,1,0.03075511162334059
15419,9370,0.002582101355218924,0,0,9,1,0.03075511162334059
16438,7835,0.0011620304352560965,0,0,9,1,0.03075511162334059
17623,20064,0.003567413485922282,0,0,9,1,0.03075511162334059
18159,20714,0.0004164312337944308,0,0,9,1,0.03075511162334059
1316,21985,0.0009064269920104866,0,0,10,1,0.03075511162334059
6444,12034,0.00028320297790770103,0,0,10,1,0.03075511162334059
6451,6594,0.00038352976407095155,0,0,10,1,0.03075511162334059
9503,5427,0.0009405833216527074,0,0,10,1,0.03075511162334059
12448,9056,7.658133507093236e-05,0,0,10,1,0.03075511162334059
15219,21291,0.0024642887264995253,0,0,10,1,0.03075511162334059
16593,19850,0.0023186799309507424,0,0,10,1,0.03075511162334059
17070,4286,0.002809803779319467,0,0,10,1,0.03075511162334059
18319,20544,0.0025585370678430593,0,0,10,1,0.03075511162334059
18608,5744,0.0023861283047903682,0,0,10,1,0.03075511162334059
19684,16358,0.002155321573258943,0,0,10,1,0.03075511162334059
1222,7535,0.003493782201360238,0,0,11,1,0.03075511162334059
1730,22282,8.165257897220168e-06,0,0,11,1,0.03075511162334059
2131,16574,0.0026908946460451138,0,0,11,1,0.03075511162334059
6019,12912,0.0016196228218342294,0,0,11,1,0.03075511162334059
10527,11725,0.00035541703107742765,0,0,11,1,0.03075511162334059
10539,15572,0.00038415281722977215,0,0,11,1,0.03075511162334059
10905,1702,0.0013330470362028523,0,0,11,1,0.03075511162334059
12665,12489,0.00016834229117202603,0,0,11,1,0.03075511162334059
14350,19543,0.0028512237047894308,0,0,11,1,0.03075511162334059
15155,9238,7.354130400608851e-05,0,0,11,1,0.03075511162334059
15941,18861,0.0010846097242022245,0,0,11,1,0.03075511162334059
18321,8133,0.0012693035828727506,0,0,11,1,0.03075511162334059
1734,19540,7.322158356971407e-05,0,0,12,1,0.03075511162334059
1735,13239,7.152657137665917e-05,0,0,12,1,0.03075511162334059
2089,147,7.298429221738669e-05,0,0,12,1,0.03075511162334059
5332,7428,0.00020907342290581673,0,0,12,1,0.03075511162334059
5703,20723,9.63292581802453e-05,0,0,12,1,0.03075511162334059
6303,21243,0.003751479724485526,0,0,12,1,0.03075511162334059
11228,12679,0.003494493441577021,0,0,12,1,0.03075511162334059
11516,18937,0.0016518169650243917,0,0,12,1,0.03075511162334059
16737,8225,5.9184464919543633e-05,0,0,12,1,0.03075511162334059
19959,10091,0.002018391329194099,0,0,12,1,0.03075511162334059
11,10281,0.003830043532430253,0,0,13,1,0.03075511162334059
4419,22037,0.0011359195396203588,0,0,13,1,0.03075511162334059
4947,16862,0.001038473599592627,0,0,13,1,0.03075511162334059
5541,8453,0.003955857353015644,0,0,13,1,0.03075511162334059
6005,2570,0.004118147560524827,0,0,13,1,0.03075511162334059
6245,4452,0.00034603359433478536,0,0,13,1,0.03075511162334059
9696,2387,0.0024690368926691903,0,0,13,1,0.03075511162334059
10509,7220,0.0005805496915715923,0,0,13,1,0.03075511162334059
10538,10812,0.0004591947011489141,0,0,13,1,0.03075511162334059
12288,11994,0.0028367102939072953,0,0,13,1,0.03075511162334059
16762,9856,0.00021137534959431536,0,0,13,1,0.03075511162334059
18196,8145,8.03781412435621e-05,0,0,13,1,0.03075511162334059
523,16853,0.003062733697689685,0,0,14,1,0.03075511162334059
4421,20773,0.002233534708622442,0,0,14,1,0.03075511162334059
5425,4036,0.004382222908221453,0,0,14,1,0.03075511162334059
6445,835,9.735491943730958e-05,0,0,14,1,0.03075511162334059
7851,9818,0.0024995531444525084,0,0,14,1,0.03075511162334059
10515,6419,0.00033951026072858196,0,0,14,1,0.03075511162334059
10523,5802,0.002884921922119007,0,0,14,1,0.03075511162334059
10779,11870,0.004530355845796676,0,0,14,1,0.03075511162334059
16296,14477,0.004635798546986531,0,0,14,1,0.03075511162334059
16735,4018,0.00016137836080786858,0,0,14,1,0.03075511162334059
522,21683,0.0002456475898197676,0,0,15,1,0.03075511162334059
1731,3636,1.1785926949078955e-05,0,0,15,1,0.03075511162334059
1771,2496,0.0013543850739365924,0,0,15,1,0.03075511162334059
4280,6276,0.0003842553007011621,0,0,15,1,0.03075511162334059
5702,1228,0.00011659376403226924,0,0,15,1,0.03075511162334059
6099,20722,0.005232473656540408,0,0,15,1,0.03075511162334059
9635,8177,8.313604308408255e-05,0,0,15,1,0.03075511162334059
9646,1349,8.362191670250231e-05,0,0,15,1,0.03075511162334059
10516,6225,0.0008449509220997064,0,0,15,1,0.03075511162334059
10520,9637,0.0004299267843071242,0,0,15,1,0.03075511162334059
10532,4544,0.0006607263072224057,0,0,15,1,0.03075511162334059
12555,19610,0.004864098413913183,0,0,15,1,0.03075511162334059
16736,7132,6.808270080627494e-05,0,0,15,1,0.03075511162334059
16738,20349,4.128111002629206e-05,0,0,15,1,0.03075511162334059
1739,16823,7.674552431912312e-05,0,0,16,1,0.03075511162334059
2695,8905,0.004621404827413326,0,0,16,1,0.03075511162334059
5424,2460,0.004932698449245027,0,0,16,1,0.03075511162334059
6273,17112,0.0018721583399292142,0,0,16,1,0.03075511162334059
6447,12235,0.00020383903522613027,0,0,16,1,0.03075511162334059
8411,15315,0.0007187873747057674,0,0,16,1,0.03075511162334059
10519,3362,0.0003479755400279606,0,0,16,1,0.03075511162334059
10611,11215,7.761110162619299e-05,0,0,16,1,0.03075511162334059
14942,2851,0.004300159501966946,0,0,16,1,0.03075511162334059
511,22467,8.153742252647431e-05,0,0,17,1,0.03075511162334059
1225,14115,0.0030520666656661533,0,0,17,1,0.03075511162334059
4945,6492,0.00148510420517191,0,0,17,1,0.03075511162334059
5707,4742,0.001975610519443515,0,0,17,1,0.03075511162334059
6450,12776,0.008959729867838257,0,0,17,1,0.03075511162334059
8021,1500,0.002516219601211335,0,0,17,1,0.03075511162334059
8330,11671,0.0028310433070359887,0,0,17,1,0.03075511162334059
8709,20363,0.0002291034690293592,0,0,17,1,0.03075511162334059
9774,11165,0.006972326554010215,0,0,17,1,0.03075511162334059
10071,4019,0.002557842713390707,0,0,17,1,0.03075511162334059
10522,3407,0.0004150755216254729,0,0,17,1,0.03075511162334059
